7，8,ゼミ,
,,
,,
,,
,,
,,
,,
7，8,ゼミ,
,,
,,
,,
,,
7，8,画像描画プログラム作成,
,,
7，8，9，10，11，12,ゼミ，資料作成,
5，6,3研究室合同ミーティング,
,,
,,
,,
9，10，11,輝度測定,
9，10，11,輝度測定,
7，8，10，11，12,ゼミ，輝度測定
5，6，7，8,HDR画像生成プログラム作成,
5，6，7，8，9，10,HDR画像生成プログラム作成,
,,
,HDR画像生成プログラム作成,
7，8,HDR画像生成プログラム作成,
,,
7，8，9,学会予稿作成,
1，2，4,学会予稿作成, 
,, 
